token	corpus size	all contexts size	frequency	co-frequency	specificity
вечерний	76243	4292	1	1	1.25
телесный	76243	4292	1	1	1.25
наблюдателя	76243	4292	1	1	1.25
Греческое	76243	4292	1	1	1.25
взываем	76243	4292	1	1	1.25
Авва	76243	4292	1	1	1.25
Самый	76243	4292	1	1	1.25
всплывает	76243	4292	1	1	1.25
похожее	76243	4292	1	1	1.25
кадр	76243	4292	1	1	1.25
советского	76243	4292	1	1	1.25
бесплотный	76243	4292	1	1	1.25
Приняв	76243	4292	1	1	1.25
определение	76243	4292	1	1	1.25
Википедии	76243	4292	1	1	1.25
наделённое	76243	4292	1	1	1.25
оставшегося	76243	4292	1	1	1.25
убили	76243	4292	1	1	1.25
продолжаю	76243	4292	1	1	1.25
кровью	76243	4292	1	1	1.25
безо	76243	4292	1	1	1.25
дальнейших	76243	4292	1	1	1.25
толкований	76243	4292	1	1	1.25
вселиться	76243	4292	1	1	1.25
отбрасываем	76243	4292	1	1	1.25
предрассудки	76243	4292	1	1	1.25
толкуем	76243	4292	1	1	1.25
эктоплазму	76243	4292	1	1	1.25
трёхмерной	76243	4292	1	1	1.25
пространственной	76243	4292	1	1	1.25
заботящий	76243	4292	1	1	1.25
средневековых	76243	4292	1	1	1.25
величиной	76243	4292	1	1	1.25
быков	76243	4292	1	1	1.25
ценная	76243	4292	1	1	1.25
наибольший	76243	4292	1	1	1.25
заряд	76243	4292	1	1	1.25
зря	76243	4292	1	1	1.25
покупке	76243	4292	1	1	1.25
наивысшая	76243	4292	1	1	1.25
мучеником	76243	4292	1	1	1.25
геном	76243	4292	1	1	1.25
определённый	76243	4292	1	1	1.25
интересные	76243	4292	1	1	1.25
Продолжай	76243	4292	1	1	1.25
Молодец	76243	4292	1	1	1.25
8588af4s-60	76243	4292	1	1	1.25
zloyromantik	76243	4292	1	1	1.25
процессе	76243	4292	1	1	1.25
подготовки	76243	4292	1	1	1.25
высокая	76243	4292	1	1	1.25
драться	76243	4292	1	1	1.25
справиться	76243	4292	1	1	1.25
Троя	76243	4292	1	1	1.25
готовиться	76243	4292	1	1	1.25
приучает	76243	4292	1	1	1.25
nz	76243	4292	1	1	1.25
maori	76243	4292	1	1	1.25
blacks	76243	4292	1	1	1.25
usa	76243	4292	1	1	1.25
haka	76243	4292	1	1	1.25
Хака	76243	4292	1	1	1.25
Накачка	76243	4292	1	1	1.25
накачать	76243	4292	1	1	1.25
перебить	76243	4292	1	1	1.25
эмоцией	76243	4292	1	1	1.25
механика	76243	4292	1	1	1.25
созданная	76243	4292	1	1	1.25
новичков	76243	4292	1	1	1.25
мелких	76243	4292	1	1	1.25
игрока	76243	4292	1	1	1.25
штрафом	76243	4292	1	1	1.25
атаковать	76243	4292	1	1	1.25
бонуса	76243	4292	1	1	1.25
атаке	76243	4292	1	1	1.25
Максимум	76243	4292	1	1	1.25
боевого	76243	4292	1	1	1.25
включена	76243	4292	1	1	1.25
Крепость	76243	4292	1	1	1.25
Доблестью	76243	4292	1	1	1.25
Боевого	76243	4292	1	1	1.25
Доблесть	76243	4292	1	1	1.25
аналогично	76243	4292	1	1	1.25
атаках	76243	4292	1	1	1.25
обстоятельств	76243	4292	1	1	1.25
планирования	76243	4292	1	1	1.25
эффективных	76243	4292	1	1	1.25
оптимизации	76243	4292	1	1	1.25
возможна	76243	4292	1	1	1.25
фактическое	76243	4292	1	1	1.25
старшие	76243	4292	1	1	1.25
братьи	76243	4292	1	1	1.25
неопытных	76243	4292	1	1	1.25
настоящем	76243	4292	1	1	1.25
посвятивших	76243	4292	1	1	1.25
Познание	76243	4292	1	1	1.25
подвижниками	76243	4292	1	1	1.25
существующем	76243	4292	1	1	1.25
личном	76243	4292	1	1	1.25
встречаемся	76243	4292	1	1	1.25
сидят	76243	4292	1	1	1.25
бесы6	76243	4292	1	1	1.25
выдаваема	76243	4292	1	1	1.25
Сарра	76243	4292	1	1	1.25
Рагуила	76243	4292	1	1	1.25
овладевал	76243	4292	1	1	1.25
Саулом	76243	4292	1	1	1.25
Совершенно	76243	4292	1	1	1.25
Михея	76243	4292	1	1	1.25
побудить	76243	4292	1	1	1.25
израильского	76243	4292	1	1	1.25
Ахава	76243	4292	1	1	1.25
преступить	76243	4292	1	1	1.25
обещается	76243	4292	1	1	1.25
инструменте	76243	4292	1	1	1.25
инструмент	76243	4292	1	1	1.25
настроен	76243	4292	1	1	1.25
распоряжаться	76243	4292	1	1	1.25
душевно	76243	4292	1	1	1.25
телесно	76243	4292	1	1	1.25
изгнанный	76243	4292	1	1	1.25
Божественному	76243	4292	1	1	1.25
Откровению12	76243	4292	1	1	1.25
отрицающий	76243	4292	1	1	1.25
поглощен	76243	4292	1	1	1.25
бестелесными	76243	4292	1	1	1.25
некоторому	76243	4292	1	1	1.25
огню	76243	4292	1	1	1.25
невещественному13	76243	4292	1	1	1.25
царепророк	76243	4292	1	1	1.25
низверг	76243	4292	1	1	1.25
омрачившего	76243	4292	1	1	1.25
противлением	76243	4292	1	1	1.25
преисподней	76243	4292	1	1	1.25
сотворенному	76243	4292	1	1	1.25
безумной	76243	4292	1	1	1.25
соподчинение	76243	4292	1	1	1.25
ти	76243	4292	1	1	1.25
повелеваю	76243	4292	1	1	1.25
изыди	76243	4292	1	1	1.25
глухой	76243	4292	1	1	1.25
слышавший	76243	4292	1	1	1.25
подчинившийся	76243	4292	1	1	1.25
странствовании	76243	4292	1	1	1.25
выгнанного	76243	4292	1	1	1.25
воздушною	76243	4292	1	1	1.25
действующим	76243	4292	1	1	1.25
разъясняет	76243	4292	1	1	1.25
имев	76243	4292	1	1	1.25
сынех	76243	4292	1	1	1.25
господствующего	76243	4292	1	1	1.25
безумно	76243	4292	1	1	1.25
злобствующем	76243	4292	1	1	1.25
являть	76243	4292	1	1	1.25
достойным	76243	4292	1	1	1.25
ограничивал	76243	4292	1	1	1.25
пагубные	76243	4292	1	1	1.25
согрешившим	76243	4292	1	1	1.25
в-третьих	76243	4292	1	1	1.25
сомневавшийся	76243	4292	1	1	1.25
отступлении	76243	4292	1	1	1.25
глупом	76243	4292	1	1	1.25
смехе	76243	4292	1	1	1.25
раздражаться	76243	4292	1	1	1.25
побежденный	76243	4292	1	1	1.25
уступает	76243	4292	1	1	1.25
нападать	76243	4292	1	1	1.25
останется	76243	4292	1	1	1.25
победителем	76243	4292	1	1	1.25
направляющего	76243	4292	1	1	1.25
погибли	76243	4292	1	1	1.25
вселение	76243	4292	1	1	1.25
подвигнул	76243	4292	1	1	1.25
предательство	76243	4292	1	1	1.25
пытался	76243	4292	1	1	1.25
возмущать	76243	4292	1	1	1.25
оканчивает	76243	4292	1	1	1.25
лукавством65	76243	4292	1	1	1.25
двоякий	76243	4292	1	1	1.25
раскидывая	76243	4292	1	1	1.25
вспоминают	76243	4292	1	1	1.25
проникая	76243	4292	1	1	1.25
членах	76243	4292	1	1	1.25
заседая	76243	4292	1	1	1.25
налагая	76243	4292	1	1	1.25
чрезмерную	76243	4292	1	1	1.25
невыносимую	76243	4292	1	1	1.25
умственные	76243	4292	1	1	1.25
прикосновение	76243	4292	1	1	1.25
оскверненной	76243	4292	1	1	1.25
неприметности	76243	4292	1	1	1.25
выгода	76243	4292	1	1	1.25
приметным	76243	4292	1	1	1.25
налагают	76243	4292	1	1	1.25
предают	76243	4292	1	1	1.25
сходно	76243	4292	1	1	1.25
болезнью	76243	4292	1	1	1.25
естественною	76243	4292	1	1	1.25
Евангельского	76243	4292	1	1	1.25
сказания	76243	4292	1	1	1.25
скорченная	76243	4292	1	1	1.25
сей-то	76243	4292	1	1	1.25
женщине	76243	4292	1	1	1.25
связал	76243	4292	1	1	1.25
бесноватою	76243	4292	1	1	1.25
происходила	76243	4292	1	1	1.25
страданий	76243	4292	1	1	1.25
воздействие	76243	4292	1	1	1.25
удивляются	76243	4292	1	1	1.25
влагал	76243	4292	1	1	1.25
хульные	76243	4292	1	1	1.25
Перестань	76243	4292	1	1	1.25
надоедать	76243	4292	1	1	1.25
рабом	76243	4292	1	1	1.25
Какая	76243	4292	1	1	1.25
польза	76243	4292	1	1	1.25
любодейства81	76243	4292	1	1	1.25
подвижник	76243	4292	1	1	1.25
живя	76243	4292	1	1	1.25
изнурял	76243	4292	1	1	1.25
считался	76243	4292	1	1	1.25
подвижником	76243	4292	1	1	1.25
обольщенный	76243	4292	1	1	1.25
крайнее	76243	4292	1	1	1.25
высокомерие	76243	4292	1	1	1.25
дерзновением	76243	4292	1	1	1.25
проклято	76243	4292	1	1	1.25
лукавство	76243	4292	1	1	1.25
твоих	76243	4292	1	1	1.25
начинаний	76243	4292	1	1	1.25
Мгновенно	76243	4292	1	1	1.25
удобную	76243	4292	1	1	1.25
обманов	76243	4292	1	1	1.25
Пытливый	76243	4292	1	1	1.25
убедиться	76243	4292	1	1	1.25
обольщениях	76243	4292	1	1	1.25
прорицаниях	76243	4292	1	1	1.25
совершит	76243	4292	1	1	1.25
задал	76243	4292	1	1	1.25
моментально	76243	4292	1	1	1.25
останавливала	76243	4292	1	1	1.25
пишущий	76243	4292	1	1	1.25
допускали	76243	4292	1	1	1.25
Сирахов	76243	4292	1	1	1.25
душевно-нравственное	76243	4292	1	1	1.25
неудачам	76243	4292	1	1	1.25
потерям	76243	4292	1	1	1.25
несчастиях	76243	4292	1	1	1.25
недоверчивыми	76243	4292	1	1	1.25
собственным	76243	4292	1	1	1.25
